apply_day,apply_month,career,city,course_category,course_description,course_name,course_structure,course_webiste,currency,degree_level,domestic_fee,domestic_only,duration,duration_term,fee_term,fee_year,ielts_listening,ielts_overall,ielts_reading,ielts_speaking,ielts_writing,intake_day,intake_month,international_fee,other_requirements,pte_listening,pte_overall,pte_reading,pte_speaking,pte_writing,study_load,study_mode,toefl_listening,toefl_overall,toefl_reading,toefl_speaking,toefl_writing
"1,8","december,december","<div class=""text"">
            




    
    
        <ul>
<li>60 points are required.</li>
<li>The programme is one semester full-time but may be completed part-time (over any duration).</li>
<li>Students must pass 60 points of law courses from LLB Parts II, III and IV. If a student wishes to enrol in an LLB Part II course, they must satisfy the Grade Point Average required for admission into LLB Part II.</li>
<li>With faculty approval, in lieu of courses from LLB Parts II, III, or IV, a student may substitute up to 30 points from courses listed in the Master of Laws programme. It may be required for the student to include Legal Research Methodology (LAW 788) with other courses from the Master of Laws programme.</li>
<li>With faculty approval, a student may enrol in a suitable 15-point course from Stage II or higher in a relevant programme offered elsewhere in the University.</li>
</ul>

<p><a href=""https://www.forms.auckland.ac.nz/en/public/law/law-006-course-selection-form.html"">Law006 Course Selection Form</a></p>



    
    


        </div>",City,Auckland Law School,This certificate is an excellent choice for law graduates from both New Zealand and overseas who wish to further enhance their legal knowledge.,Graduate Certificate in Law ,"<div class=""text"">
            




    
    
        <ul>
<li>60 points are required.</li>
<li>The programme is one semester full-time but may be completed part-time (over any duration).</li>
<li>Students must pass 60 points of law courses from LLB Parts II, III and IV. If a student wishes to enrol in an LLB Part II course, they must satisfy the Grade Point Average required for admission into LLB Part II.</li>
<li>With faculty approval, in lieu of courses from LLB Parts II, III, or IV, a student may substitute up to 30 points from courses listed in the Master of Laws programme. It may be required for the student to include Legal Research Methodology (LAW 788) with other courses from the Master of Laws programme.</li>
<li>With faculty approval, a student may enrol in a suitable 15-point course from Stage II or higher in a relevant programme offered elsewhere in the University.</li>
</ul>

<p><a href=""https://www.forms.auckland.ac.nz/en/public/law/law-006-course-selection-form.html"">Law006 Course Selection Form</a></p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/graduate-certificate-in-law-gradcertlaw.html,NZD,Undergraduate,"3,363",False,,half year,year,2020,5.5,6.0,5.5,5.5,5.5,"1,19","march,july","18,393",,42,50,42,42,42,Both,,21,80,21,21,21
"8,4","december,july","<div class=""text"">
            




    
    
        <p>There are different ways to structure your programme, depending on the qualifications you already have, and whether you would like to write a thesis.</p>

<p><b>Taught (180 point)</b></p>

<ul>
<li>Enter from an undergraduate qualification</li>
<li>Three core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (45 points)</li>
<li>Elective courses (90 points or 75 points)<br>
</li>
<li>Dissertation (45 points or 60 points)</li>
</ul>

<p><b>Research (120 point)</b></p>

<ul>
<li>Enter from a postgraduate qualification</li>
<li>Two core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (30 points)</li>
<li>Thesis (90 points)</li>
</ul>

<p><b>Taught (120 point)</b></p>

<ul>
<li>Enter from a postgraduate qualification</li>
<li>Three core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (45 points)</li>
<li>Elective courses (30 points or 15 points)</li>
<li>Dissertation (45 points or 60 points)</li>
</ul>

<p>You can find the requirements for your study in the <a href=""https://www.calendar.auckland.ac.nz/en/progreg/regulations-arts/mcts.html#par_title"">MCTS Schedule</a>, and take a look at our postgraduate courses in <a href=""https://artsfaculty.auckland.ac.nz/courses/?Subject=CTS&amp;Stage=7"">Conflict and Terrorism Studies</a>.</p>



    
    


        </div>",City,Arts,"The world is currently afflicted by many forms of political violence, from civil war and mass killings in the name of religion and ideology, to the radicalisation of people for terrorism.",Master of Conflict and Terrorism Studies ,"<div class=""text"">
            




    
    
        <p>There are different ways to structure your programme, depending on the qualifications you already have, and whether you would like to write a thesis.</p>

<p><b>Taught (180 point)</b></p>

<ul>
<li>Enter from an undergraduate qualification</li>
<li>Three core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (45 points)</li>
<li>Elective courses (90 points or 75 points)<br>
</li>
<li>Dissertation (45 points or 60 points)</li>
</ul>

<p><b>Research (120 point)</b></p>

<ul>
<li>Enter from a postgraduate qualification</li>
<li>Two core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (30 points)</li>
<li>Thesis (90 points)</li>
</ul>

<p><b>Taught (120 point)</b></p>

<ul>
<li>Enter from a postgraduate qualification</li>
<li>Three core courses in the causes, dynamics and resolution of violent conflict and terrorism, and the ethics of war (45 points)</li>
<li>Elective courses (30 points or 15 points)</li>
<li>Dissertation (45 points or 60 points)</li>
</ul>

<p>You can find the requirements for your study in the <a href=""https://www.calendar.auckland.ac.nz/en/progreg/regulations-arts/mcts.html#par_title"">MCTS Schedule</a>, and take a look at our postgraduate courses in <a href=""https://artsfaculty.auckland.ac.nz/courses/?Subject=CTS&amp;Stage=7"">Conflict and Terrorism Studies</a>.</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-conflict-and-terrorism-studies-mcts.html,NZD,Postgraduate,"7,696.80",False,,Varies,year,2020,6.0,6.5,6.0,6.0,6.0,"1,19","march,july","35,035","<div>


<div class=""uoa-form"">
    <div class=""uoa-form__elt uoa-form__radio"">
        <div class=""text"">
            <h4>Select your study option:</h4>
        </div>
        <div class=""uoa-form__radios"">
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 120 points"" checked>
                Taught 120 points
            </label>
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 180 points"">
                Taught 180 points
            </label>
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Research 120 points"">
                Research 120 points
            </label>
            
        </div>
    </div>

    
</div>

<div id=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"">
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Arts (Honours) degree or Postgraduate Diploma in Arts in a relevant discipline with a GPA of 5.0. This programme draws upon multiple disciplines to study conflict and terrorism, so a wide range of backgrounds will be considered.</p>



        </div>
    </div>
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a bachelors degree in a relevant discipline with a GPA of 5.0 in 45 points above Stage II. This programme draws upon multiple disciplines to study conflict and terrorism, so a wide range of backgrounds will be considered.</p>



        </div>
    </div>
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Arts (Honours) degree or Postgraduate Diploma in Arts in a relevant discipline with a GPA of 5.0. This programme draws upon multiple disciplines to study conflict and terrorism, so a wide range of backgrounds will be considered.</p>



        </div>
    </div>
    
</div>

</div>",50,58,50,50,50,Both,,21,90,21,21,21
"1,8","december,december","<div class=""text"">
            




    
    
        <p><b>Research Masters 180 points</b></p>

<ul>
<li>Two core courses (30 points total): Innovation, Design and Evaluation (SOCCLEAD 706) and Leadership, Ethics, Systems (SOCCLEAD 703)*</li>
<li>A Research Methods course (30 points)</li>
<li>Thesis (90 points)</li>
</ul>

<p>This programme is designed for flexibility, to suit those working full-time or part-time.</p>

<p>It comprises the core courses from the Postgraduate Certificate in Social and Community Leadership, plus a research methods course and a 90-point research thesis project. The thesis project can be focused on a need or opportunity within the community or something relevant to your workplace. The project will give you real-life, in-depth experience as you build strong research, investigative and evaluative abilities. You will learn how to use research to increase and improve social and community leadership.<br>
</p>

<p>You will have the guidance and support of an experienced supervisor throughout your research.</p>



    
    


        </div>",Epsom,Education and Social Work,"This masters degree is designed with curious and committed practitioners in mind. Build skills and knowledge to advance your practice, as well as social and community change.",Master of Social and Community Leadership ,"<div class=""text"">
            




    
    
        <p><b>Research Masters 180 points</b></p>

<ul>
<li>Two core courses (30 points total): Innovation, Design and Evaluation (SOCCLEAD 706) and Leadership, Ethics, Systems (SOCCLEAD 703)*</li>
<li>A Research Methods course (30 points)</li>
<li>Thesis (90 points)</li>
</ul>

<p>This programme is designed for flexibility, to suit those working full-time or part-time.</p>

<p>It comprises the core courses from the Postgraduate Certificate in Social and Community Leadership, plus a research methods course and a 90-point research thesis project. The thesis project can be focused on a need or opportunity within the community or something relevant to your workplace. The project will give you real-life, in-depth experience as you build strong research, investigative and evaluative abilities. You will learn how to use research to increase and improve social and community leadership.<br>
</p>

<p>You will have the guidance and support of an experienced supervisor throughout your research.</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-social-and-community-leadership-mscl.html,NZD,Postgraduate,"7,696.80",False,18,months,year,2020,6.0,6.5,6.0,6.0,6.0,"1,19","march,july","34,361","<div>


<div class=""uoa-form"">
    

    <div class=""text"">
        <h4>Research 180 points</h4>
    </div>
</div>



<div class=""text"">
    <p>You must have completed a bachelors degree with at least 60 points in social science subjects and have a GPA of 5.0 or higher in 75 points above Stage II.</p>



</div></div>",50,58,50,50,50,Both,,21,90,21,21,21
"1,8","december,december","<div class=""text"">
            




    
    
        <p>We understand that personal, family and work commitments are important factors when deciding whether to study, so we offer options that fit with your lifestyle. There are four to choose from:</p>

<ul>
<li>Full-semester courses taught in the early evening once a week.</li>
<li>Half-semester courses taught in the early evening twice a week.</li>
<li>Intensively-taught courses over three to five days (usually with a weekend break, eg Weds, Thurs, Fri, Mon, Tue).</li>
<li>Independent research programmes.</li>
</ul>

<p><b>Taught (coursework) masters (120 points)</b></p>

<p>A taught masters can be structured in the following three ways:</p>

<p>120 points of taught courses<br>
<b>OR</b><br>
90 points of taught courses and a 30-point dissertation<br>
<b>OR</b><br>
105 points of taught courses and a 15-point supervised research</p>

<ul>
<li>All three options are to be completed in one year full-time or up to four years part-time.</li>
</ul>

<p><b>Research masters (90-point thesis):</b></p>

<p>Up to 30 points of taught courses, dissertation or supervised research and a 90-point thesis (30,000 words)</p>

<ul>
<li>To be completed in one year full-time or up to two years part-time.</li>
</ul>

<p><b>Research masters (120-point thesis):</b></p>

<p>120-point thesis (40,000 words)</p>

<ul>
<li>To be completed in one year full-time or up to two years part-time.</li>
</ul>

<div>The LLM programme also provides skills in legal research methodology for those without advanced skills in this area.</div>



    
    


        </div>",City,Auckland Law School,"The LLM is designed to provide an advanced level of study for both full-time students and those who are legal practitioners or engaged in other full- or part-time employment. It can be undertaken by coursework, research or a combination of both. You can choose from over 25 taught courses and entry to the LLM is available throughout the year.",Master of Laws ,"<div class=""text"">
            




    
    
        <p>We understand that personal, family and work commitments are important factors when deciding whether to study, so we offer options that fit with your lifestyle. There are four to choose from:</p>

<ul>
<li>Full-semester courses taught in the early evening once a week.</li>
<li>Half-semester courses taught in the early evening twice a week.</li>
<li>Intensively-taught courses over three to five days (usually with a weekend break, eg Weds, Thurs, Fri, Mon, Tue).</li>
<li>Independent research programmes.</li>
</ul>

<p><b>Taught (coursework) masters (120 points)</b></p>

<p>A taught masters can be structured in the following three ways:</p>

<p>120 points of taught courses<br>
<b>OR</b><br>
90 points of taught courses and a 30-point dissertation<br>
<b>OR</b><br>
105 points of taught courses and a 15-point supervised research</p>

<ul>
<li>All three options are to be completed in one year full-time or up to four years part-time.</li>
</ul>

<p><b>Research masters (90-point thesis):</b></p>

<p>Up to 30 points of taught courses, dissertation or supervised research and a 90-point thesis (30,000 words)</p>

<ul>
<li>To be completed in one year full-time or up to two years part-time.</li>
</ul>

<p><b>Research masters (120-point thesis):</b></p>

<p>120-point thesis (40,000 words)</p>

<ul>
<li>To be completed in one year full-time or up to two years part-time.</li>
</ul>

<div>The LLM programme also provides skills in legal research methodology for those without advanced skills in this area.</div>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-laws-llm.html,NZD,Postgraduate,"8,768.40",False,1,year,year,2020,6.0,6.5,6.0,6.0,6.0,"1,1","december,march","37,140","<div>


<div class=""uoa-form"">
    <div class=""uoa-form__elt uoa-form__radio"">
        <div class=""text"">
            <h4>Select your study option:</h4>
        </div>
        <div class=""uoa-form__radios"">
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 120 points"">
                Taught 120 points
            </label>
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Research 120 points"" checked>
                Research 120 points
            </label>
            
            
        </div>
    </div>

    
</div>

<div id=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"">
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Laws with a GPA of 5.0.</p>



        </div>
    </div>
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Laws with a GPA of 6.0.</p>



        </div>
    </div>
    
    
</div>

</div>",50,58,50,50,50,Both,,21,90,21,21,21
"1,8","december,december","<div class=""text"">
            




    
    
        <ul>
<li>120 points are required.</li>
<li>The programme is one year (two semesters) full-time but may be completed part-time (over any duration).</li>
<li>120 points of courses from LLB Part II, III and IV, will be required, of which at least 75 points must be from LLB Part III and IV. </li>
<li>If a student wishes to enrol in an LLB Part II course, they must satisfy the Grade Point Average required for admission into LLB Part II.</li>
<li>With faculty approval, in lieu of some courses from LLB Parts II, III, or IV, a student may substitute up to 30 points from courses listed in the Master of Laws programme. </li>
<li>Students may be required to include LAW 788 (Legal Research Methodology) with other courses from the Master of Laws programme.</li>
<li>With faculty approval, students may enrol in up to 30 points from suitable courses from Stage II or higher in relevant programmes offered elsewhere in the University.</li>
</ul>

<p><a href=""https://www.forms.auckland.ac.nz/en/public/law/law-006-course-selection-form.html"">Law006 Course Selection Form</a><br>
</p>



    
    


        </div>",City,Auckland Law School,This diploma is an excellent choice for law graduates from both New Zealand and overseas who wish to further enhance their legal knowledge.,Graduate Diploma in Law ,"<div class=""text"">
            




    
    
        <ul>
<li>120 points are required.</li>
<li>The programme is one year (two semesters) full-time but may be completed part-time (over any duration).</li>
<li>120 points of courses from LLB Part II, III and IV, will be required, of which at least 75 points must be from LLB Part III and IV. </li>
<li>If a student wishes to enrol in an LLB Part II course, they must satisfy the Grade Point Average required for admission into LLB Part II.</li>
<li>With faculty approval, in lieu of some courses from LLB Parts II, III, or IV, a student may substitute up to 30 points from courses listed in the Master of Laws programme. </li>
<li>Students may be required to include LAW 788 (Legal Research Methodology) with other courses from the Master of Laws programme.</li>
<li>With faculty approval, students may enrol in up to 30 points from suitable courses from Stage II or higher in relevant programmes offered elsewhere in the University.</li>
</ul>

<p><a href=""https://www.forms.auckland.ac.nz/en/public/law/law-006-course-selection-form.html"">Law006 Course Selection Form</a><br>
</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/graduate-diploma-in-law-graddiplaw.html,NZD,Undergraduate,"6,726",False,1,year,year,2020,5.5,6.0,5.5,5.5,5.5,"1,19","march,july","36,787","<div>


<div class=""uoa-form"">
    

    <div class=""text"">
        <h4> </h4>
    </div>
</div>



<div class=""text"">
    <p>If you are an international student and are taking undergraduate law courses, whether compulsory or elective, on the recommendation of the Council of Legal Education, you may take those courses for the Graduate Diploma or Graduate Certificate (but please note that there are limits on enrolments in courses at LLB Part II level).</p>

<p>Please contact a student adviser in the law faculty for more information.</p>

<p><b>English language requirements</b></p>

<p>If you are an international applicant whose first language is not English you will need to provide evidence of your English proficiency.</p>


<p>You will require an <b>IELTS Academic</b> score of 7.0 with no bands less than 6.5. <a href=""https://www.auckland.ac.nz/en/study/applications-and-admissions/entry-requirements/postgraduate-entry-requirements/postgraduate-english-language-requirements.html"">See alternative English language requirements</a>.</p>



</div></div>",42,50,42,42,42,Both,,21,80,21,21,21
8,december,"<div class=""text"">
            




    
    
        <p>The Bachelor of Social Work (Honours) is an alternative pathway students can take in their fourth year of the Bachelor of Social Work programme. </p>

<p>The structure of this programme is identical to Year 1–3 of the standard Bachelor of Social Work programme. The structure only differs in the fourth year, where students in the honours programme take 700 level (postgraduate) courses instead of 400 level. Students will also complete a research project in an area of interest.</p>



    
    


        </div>",Epsom,Education and Social Work,The Bachelor of Social Work (Honours) programme provides an opportunity for high-achieving ,Bachelor of Social Work (Honours) ,"<div class=""text"">
            




    
    
        <p>The Bachelor of Social Work (Honours) is an alternative pathway students can take in their fourth year of the Bachelor of Social Work programme. </p>

<p>The structure of this programme is identical to Year 1–3 of the standard Bachelor of Social Work programme. The structure only differs in the fourth year, where students in the honours programme take 700 level (postgraduate) courses instead of 400 level. Students will also complete a research project in an area of interest.</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/bachelor-of-social-work-honours-bswhons.html,NZD,Undergraduate,"7,696.80",False,4,years,year,2020,5.5,6.0,5.5,5.5,5.5,"1,28","march,february","34,361",,42,50,42,42,42,Full Time,,21,80,21,21,21
"1,8","december,december","<div class=""text"">
            




    
    
        <p>The LLB(Hons) is a total of 540 points and involves a student completing an additional 20-point honours seminar course as part of their Part III year and a 40-point dissertation in the semester immediately following their Part IV year. (This can be completed over summer or in the following semester.) It usually takes nine semesters to complete all the requirements for the LLB(Hons) degree, unless a student is completing a conjoint degree, in which case it will usually take 11 semesters.</p>

<p>Throughout the programme students will need to maintain a B+ average.</p>

<p>If students do not get into honours by invitation after the completion of their Part II courses but their overall performance improves in later years, they can apply for honours on the form available from the Law Student Centre in early December.</p>

<p>The application will be approved if the student’s grade average over all their LLB courses is above the honours entry standard and there are places available.</p>



    
    


        </div>",City,Auckland Law School,High-achieving students who have gained a B+ average or higher across all their Law courses at the completion of LLB Part II will be invited to transfer to the LLB(Hons) programme. (For conjoint students this is usually at the end of their third year.),Bachelor of Laws (Honours) ,"<div class=""text"">
            




    
    
        <p>The LLB(Hons) is a total of 540 points and involves a student completing an additional 20-point honours seminar course as part of their Part III year and a 40-point dissertation in the semester immediately following their Part IV year. (This can be completed over summer or in the following semester.) It usually takes nine semesters to complete all the requirements for the LLB(Hons) degree, unless a student is completing a conjoint degree, in which case it will usually take 11 semesters.</p>

<p>Throughout the programme students will need to maintain a B+ average.</p>

<p>If students do not get into honours by invitation after the completion of their Part II courses but their overall performance improves in later years, they can apply for honours on the form available from the Law Student Centre in early December.</p>

<p>The application will be approved if the student’s grade average over all their LLB courses is above the honours entry standard and there are places available.</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/bachelor-of-laws-honours-llbhons.html,NZD,Undergraduate,"5,154",False,4,years,year,2020,5.5,6.0,5.5,5.5,5.5,"1,28","march,february","37,140",,42,50,42,42,42,Both,,21,80,21,21,21
"8,4","december,july","<div class=""text"">
            




    
    
        <p>This programme is offered in two forms, to suit the existing qualifications and experience of candidates.</p>

<ul style=""list-style-position: inside;"">
<li>120 points for candidates with a four-year bachelors (honours) degree</li>
<li>180 points for candidates with a three-year bachelors degree</li>
</ul>

<p>You will complete four 15-point core courses, and either two 15-point electives for the 120-point programme or six 15-point electives for the 180-point programme. You can view what selections are available in the Courses tab above right.</p>

<p>For both programmes you will also complete a 30-point project, which will consolidate your learning and allow you to apply your skills in a real-world setting.</p>



    
    


        </div>",City,Engineering,"New Zealand is recognised as a global leader in innovative project management approaches, delivering world-class projects across all engineering disciplines. Develop your skills and credentials as a professional project manager, able to lead and direct multi-disciplinary engineering projects.",Master of Engineering Project Management ,"<div class=""text"">
            




    
    
        <p>This programme is offered in two forms, to suit the existing qualifications and experience of candidates.</p>

<ul style=""list-style-position: inside;"">
<li>120 points for candidates with a four-year bachelors (honours) degree</li>
<li>180 points for candidates with a three-year bachelors degree</li>
</ul>

<p>You will complete four 15-point core courses, and either two 15-point electives for the 120-point programme or six 15-point electives for the 180-point programme. You can view what selections are available in the Courses tab above right.</p>

<p>For both programmes you will also complete a 30-point project, which will consolidate your learning and allow you to apply your skills in a real-world setting.</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-engineering-project-management.html,NZD,Postgraduate,"10,533.60",False,,Varies,year,2020,6.0,6.5,6.0,6.0,6.0,"1,19","march,july","42,814","<div>


<div class=""uoa-form"">
    <div class=""uoa-form__elt uoa-form__radio"">
        <div class=""text"">
            <h4>Select your study option:</h4>
        </div>
        <div class=""uoa-form__radios"">
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 120 points"" checked>
                Taught 120 points
            </label>
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 180 points"">
                Taught 180 points
            </label>
            
            
        </div>
    </div>

    
</div>

<div id=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"">
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed one of the following:</p>

<ul style=""list-style-position: inside;"">
<li>A BE or BE(Hons)</li>
<li>An honours degree in a relevant discipline</li>
<li>A postgraduate diploma in a relevant discipline</li>
</ul>

<p>You will need a GPA of 4.0 or higher in 120 points above Stage III.</p>

<p>Relevant disciplines include, but are not limited to, applied science, architecture, commerce, construction, information technology, science and technology.</p>

<p>You will also need at least two years’ relevant professional experience.</p>



        </div>
    </div>
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a bachelors degree in a relevant discipline with a GPA of 4.0 or higher in 120 points above Stage II.</p>

<p>Relevant disciplines include, but are not limited to, applied science, architecture, commerce, construction, information technology, science and technology.</p>

<p>You will also need at least two years’ relevant professional experience.</p>



        </div>
    </div>
    
    
</div>

</div>",50,58,50,50,50,Both,,21,90,21,21,21
"8,4","december,july","<div class=""text"">
            




    
    
        <p>The MCom is a 120 or 180-point, advanced, specialist masters degree that builds on an undergraduate degree in the same discipline.</p>

<p>The 180-point MCom is a 12 or 15-month specialist masters combining coursework and a research component in the form of either a short dissertation (60 points) or a more substantial research portfolio (90 points).</p>

<p>If you have completed a BCom(Hons) or equivalent, you may be eligible to undertake a 120-point MCom degree by research comprising a supervised thesis.</p>

<p>A high performance in the BCom(Hons) or MCom (120 or 180-point) enables you to apply for a doctoral programme.</p>

<p><b>Note: Semester Two start is currently only available for the 120-point masters, subject to department approval.</b><br>
</p>



    
    


        </div>",City,Business School,An MCom allows you to develop an advanced level of knowledge and competencies with an intellectually rewarding postgraduate programme in your specialist field.,Master of Commerce ,"<div class=""text"">
            




    
    
        <p>The MCom is a 120 or 180-point, advanced, specialist masters degree that builds on an undergraduate degree in the same discipline.</p>

<p>The 180-point MCom is a 12 or 15-month specialist masters combining coursework and a research component in the form of either a short dissertation (60 points) or a more substantial research portfolio (90 points).</p>

<p>If you have completed a BCom(Hons) or equivalent, you may be eligible to undertake a 120-point MCom degree by research comprising a supervised thesis.</p>

<p>A high performance in the BCom(Hons) or MCom (120 or 180-point) enables you to apply for a doctoral programme.</p>

<p><b>Note: Semester Two start is currently only available for the 120-point masters, subject to department approval.</b><br>
</p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-commerce-mcom.html,NZD,Postgraduate,"8,768.40",False,,Varies,year,2020,6.0,6.5,6.0,6.0,6.0,"1,19","march,july","36,787","<div>


<div class=""uoa-form"">
    <div class=""uoa-form__elt uoa-form__radio"">
        <div class=""text"">
            <h4>Select your study option:</h4>
        </div>
        <div class=""uoa-form__radios"">
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Taught 180 points"" checked>
                Taught 180 points
            </label>
            <label>
                <input class=""js-ereq-radio"" type=""radio"" name=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"" value=""Research 120 points"">
                Research 120 points
            </label>
            
            
        </div>
    </div>

    
</div>

<div id=""content-programmetabs-postgraduate-uoaqualification-furtherprogrammerequirements-programmeplanoption"">
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Commerce, including the prerequisites for your intended specialisation as detailed in the Schedule for the MCom. You will need a GPA of 5.0 in 45 points above Stage II in your intended specialisation. If you are applying for accounting or finance specialisations you will need a GPA of 6.0. </p>


<p>Prerequisites are usually a major in your intended specialisation, but some specialisations have more specific requirements. You can find these in the <a href=""https://www.calendar.auckland.ac.nz/en/progreg/regulations-business-and-economics/mcom.html#schedule"">MCom Schedule</a>.</p>



        </div>
    </div>
    <div class=""entry-req__radio-content js-ereq-content"">
        <div class=""text"">
            <p>You must have completed a Bachelor of Commerce (Honours) or Postgraduate Diploma in Commerce in the same field as your intended specialisation. You will need a GPA of 5.0. Specialisations in accounting and finance require a higher GPA.</p>



        </div>
    </div>
    
    
</div>

</div>",50,58,50,50,50,Both,,21,90,21,21,21
"1,1","february,july","<div class=""text"">
            




    
    
        
<p>The MBA programme is taught on a quarter-based system for the duration of the programme. Each quarter consists of classes delivered in weeks 1-10, assessments held in week 11, and week 12 is a break week. Classes are delivered in weekend block format on a Friday afternoon and evening, and all day Saturday. <br>
<br>
In the final quarter of the MBA programme you will have a practical opportunity to work alongside a New Zealand or international business in an advisory capacity, to develop strategic recommendations for growth locally and/or internationally. This quarter may also involve an international business trip. <a href=""http://www.mba.auckland.ac.nz/our-mba-programme/domestic-students"" target=""_blank"">Find out about MBA courses</a></p>



    
    


        </div>",City,Business School,"Future growth and economic prosperity will be driven by leaders who have the skills and knowledge to inspire excellence, growth and change while navigating a complex world. These are the skills and knowledge that are at the core of a University of Auckland MBA.",Master of Business Administration ,"<div class=""text"">
            




    
    
        
<p>The MBA programme is taught on a quarter-based system for the duration of the programme. Each quarter consists of classes delivered in weeks 1-10, assessments held in week 11, and week 12 is a break week. Classes are delivered in weekend block format on a Friday afternoon and evening, and all day Saturday. <br>
<br>
In the final quarter of the MBA programme you will have a practical opportunity to work alongside a New Zealand or international business in an advisory capacity, to develop strategic recommendations for growth locally and/or internationally. This quarter may also involve an international business trip. <a href=""http://www.mba.auckland.ac.nz/our-mba-programme/domestic-students"" target=""_blank"">Find out about MBA courses</a></p>



    
    


        </div>",https://www.auckland.ac.nz/en/study/study-options/find-a-study-option/master-of-business-administration-mba.html,NZD,Postgraduate,"28,352.40",True,,Varies,year,2020,6.0,6.5,6.0,6.0,6.0,"28,29","september,march",,"<div>


<div class=""uoa-form"">
    

    <div class=""text"">
        <h4> </h4>
    </div>
</div>



<div class=""text"">
    <p><b>Domestic applicants:</b></p>

<p>To be eligible to apply for admission to the University of Auckland MBA you must:</p>

<ul style=""list-style-position: inside;"">
<li>Have gained at least three years’ relevant management experience </li>
<li>Successfully complete all application requirements</li>
</ul>



</div></div>",50,58,50,50,50,Part Time,,21,90,21,21,21
